,code,time,title,tenant_type,group,urgency1,urgency2,business,bug_type,reason
106,230714-00002305,2023-07-14 12:04:36,【广东溢达纺织有限公司】①用户反映物料配置里面对物料规格进行了设置，但是库存报表呆滞料分析中规格数据没有带过来②用户反映库存结存报表中多个产品初期库存存在负数，与实际结存不相符，已查询过系统设置中没有开启允许物料产生负库存，且查看了结存运算规则和存在负数库存物料的出入库记录，发现这几个物料的结存确实不应该为负数。,SaaS,E,严重,紧急,库存,代码错误,"1：规格不存在时呆滞料需求导致，没有查询物料规格；2：库存结存报表猜测是因为出入库结存类型导致，已重新计算，结果正常"
107,230713-00002301,2023-07-13 18:46:18,【天人农机】生产单导入提示解析错误，模板是新下载的，不知道为什么,SaaS,M,致命,紧急,生产管理,代码错误,代码bug。Excel列类型校验出错。app-manufacture: b-20230713-jyh-fixWorkOrderImportParseBug
108,230713-00002299,2023-07-13 18:01:04,【美仪】物料基础资料-流转批量大小处理,SaaS,E,一般,中,X,数据清理,数据处理
109,230713-00002296,2023-07-13 16:30:27,【东莞市皖太电子科技有限公司】生产单： B-230617-006，点击完成，勾选后点击批量入库，提示系统开小差,SaaS,产品组,致命,紧急,生产管理,设计问题,该生产单中的部分批量流转到了返工生产单，流转记录中的target_activity_id指向返工生产单的第一道工序的报工活动。但是该生产单关联的返工生产单编辑了第一到工序，使得流转记录中的target_activity_id被删除了，就导致该问题产生了。该问题需要产品决定怎么处理。
110,230713-00002294,2023-07-13 14:51:44,【东莞市皖太电子科技有限公司】-检验单：IQC-230713-006，物料编码：	 07-0098-0643，采购单：P-230705-009，收料单：R-230712-014，为什么会有两条相同的检验记录,SaaS,E,致命,紧急,来料检验,无法复现,app批量提交报检有重复数据
111,230713-00002293,2023-07-13 14:44:24,【盛世大翔】生产单：B-230323-00011，已完成，但是依旧有领料任务存在，麻烦处理下，同时，该问题已经反馈过多次了是否可以将该用户下该类问题一并处理下,SaaS,M,严重,紧急,生产管理,脏数据处理,数据已全部处理。
112,230713-00002291,2023-07-13 13:53:26,C2系统-“产品立项单”批量编辑字段“二开项目小组”报错。具体看图,SaaS,CorePaaS,一般,中,CorePaaS,无法复现,无法复现
113,230712-00002277,2023-07-12 20:37:48,【新核云】网页端扫码登录报错,SaaS,Efficiency,一般,中,X,代码错误,配置某个规则 让 c2.xinheyun.com转发到一个未开启的服务上了
114,230712-00002276,2023-07-12 19:26:27,【明达铝业科技（太仓）有限公司（NEW）】模具寿命消耗数据同步异常,SaaS,产品组,严重,紧急,工模具,重复发现,重置了整个表单，导致客户业务异常
115,230712-00002275,2023-07-12 16:20:51,【凡尔】物料库存查询结果不一致,SaaS,E,一般,中,库存,数据清理,之前清理凡尔库位数据，遗漏的库存统计表，导致按仓库显示错误
116,230712-00002263,2023-07-12 10:16:19,【坎迪尼】物料图片展示内容有缺失,SaaS,产品组,一般,中,X,代码错误,物料图片不建议上传PDF文件，会被自动压缩导致失真。
117,230712-00002261,2023-07-12 09:42:19,【盛世大翔】生产单：B-221130-00005，已完成，但是依旧有领料任务存在，麻烦查看下是哪里的问题哦,SaaS,M,严重,紧急,生产管理,脏数据处理,领料未校验生产单状态，该bug上个月已修复，此数据为历史数据导致，已订正
118,230711-00002256,2023-07-11 16:50:57,【宁波海子卫浴用品有限公司】-库存-库存任务-领料出库，申请单号：SA-20230605-0002 的有关的生产单已完成且用料历史中相关单据为已完成状态，但是其领料任务还在,SaaS,M,致命,紧急,库存,脏数据处理,生产单已完成，还能申请备料。物料申请的时候未校验生产单的状态。bug已修复，数据已清除。
119,230711-00002253,2023-07-11 16:02:12,【江苏金韦尔】备料出库撤销显示的是已完成，记得之前撤销的应该也是已撤销？,SaaS,M,一般,中,X,代码错误,"代码bug,未完全兼容以前逻辑"
120,230711-00002252,2023-07-11 15:54:09,成都赛飞斯，2023年6月份库存结存数据异常，以B123物料为例，6月份期初数和期末数均为‘-600’，根据该B123物料出入库记录分析，6月期初数应为‘600’,SaaS,E,严重,高,库存,数据清理,2023年4期结存记录丢失导致，猜测是修改了对账日期，优先修复数据
121,230711-00002249,2023-07-11 14:07:47,【烟台艾迪】本地环境，采购页面打印标签时没办法打印，点击编辑模板没有反应。,私有化,Devops,严重,中,采购单,环境运维,缺少打印模版初始化数据
122,230711-00002248,2023-07-11 14:00:26,【东莞众宏通】用户生产单：XD2208260002-1，已没有余料，但是完成生产单时，提示有待还料的余料，麻烦查看下是哪里的问题呢,SaaS,M,严重,紧急,生产管理,脏数据处理,编辑生产单bug，导致计划用料删除了，计划用料统计表的数据还没删除。 该数据是22年12月份产生的。
123,230711-00002245,2023-07-11 11:12:12,安固-车间计划跳转出不来数据,SaaS,前端,致命,紧急,日常运维,代码错误,老版本车间计划跳转的还是旧备库单
124,230711-00002243,2023-07-11 11:02:55,【盛世大翔】用户对接了金蝶系统，①用户反馈出入库历史单据：L-230708-032没有同步到金蝶②，在设置-系统设置-第三方对接处没有看到金蝶的对接,SaaS,Devops,严重,紧急,订单,代码错误,"1.  openapi商品已开启；2. 请到设置->对接应用中搜索两张相关单据的详细对接情况。两条信息都是库存不足的报错"
125,230711-00002242,2023-07-11 10:50:43,安固-备库单详情，生产单点击备库单号报错,SaaS,CorePaaS,致命,紧急,日常运维,代码错误,id 转apiname遗漏
126,230711-00002239,2023-07-11 10:29:53,【东莞市皖太电子科技有限公司】1.委外采购单物料税率不能通过供应商来带出税率，采购物料编号为CH-WT4025-76-T。2.检验单中的不合格品物料无法在待处理不合格品和不合格品处理单中查找到，物料编号：29-0000-0396。,SaaS,E,致命,紧急,质量追溯,代码错误,"问题1：没有委外价目表，默认先取采购价目表；问题2：AQL检验，只能在app进行待处理不合格品，app有待处理任务；问题3：已解决"
127,230710-00002232,2023-07-10 16:42:07,【河北千木】应付单关联生成付款单后，自动生成的应付付款核销单的状态是已废弃，,SaaS,CorePaaS,严重,紧急,财务,代码错误,"【问题原因】app升级server的v2接口时，有一处id转apiName漏改了，导致工作流新增子表节点运行失败，数据未新增成功，现已将遗漏的代码修改正确。【重复打开原因】由于本次修复涉及到好几个缺陷的代码分支，其中审核流与工作流并发冲突的修复引发了另一个问题，随后对服务进行回滚，导致该问题的修改部分也被回滚，问题再次出现。现已重新发布，请验证。"
128,230710-00002231,2023-07-10 16:09:52,【上海雁南汽车零部件有限公司】-财务-发票管理-销售发票，销售发票号：00000240 / 00000235 不显示红蓝字，帮忙看下什么问题呢,SaaS,CorePaaS,致命,紧急,财务,设计问题,提交无法绑定校验，导致工作流-新增失败
129,230710-00002230,2023-07-10 15:22:02,【湖南省池海浮标钓具有限公司】-采购单编号：P-230705-003，进入详情点击退料记录，页面显示空白如截图所示，如用户：雷红翠,SaaS,E,致命,紧急,采购退货,代码错误,用户将已作废退料记录对应的采购单物料行被删除，导致前端根据退料记录匹配物料数据失败
130,230710-00002225,2023-07-10 13:49:47,【明达铝业科技（太仓）有限公司（NEW）】模具问题,SaaS,CorePaaS,致命,紧急,工模具,环境运维,重置了整个表单，导致客户业务异常
131,230710-00002222,2023-07-10 13:01:34,安固-工艺路线物料规格分开后筛选搜索,SaaS,M,致命,紧急,日常运维,代码错误,这块功能在工艺路线添加物料筛选ES时，做漏了。
132,230710-00002212,2023-07-10 10:08:51,【中山市佰迪克五金制品有限公司】次用书是2023年4月27日开通的租户，nosp上有2个一模一样的租户，按时间进行区分，用户物料：TP-26.2X0.8有图片，但是在库存任务-备料出库的地方看不到对应的图片，麻烦查看下是哪里的问题呢,SaaS,前端,严重,紧急,物料,代码错误,字段取错了
133,230708-00002203,2023-07-08 15:37:44,【烟台艾迪-测试】采购单据和生产流转卡使用WORD模板打印出错,私有化,项目组,一般,中,生产管理,代码错误,minio 搭建配置有问题，优化流程，编写一些minio相关的初始化脚本
134,230708-00002202,2023-07-08 15:14:14,【浙江鸿程传动机械有限公司】①用户物料：0.624.6104.00，从看板中搜索物料时，该物料未添加到关注物料中，从看板中可以看到该物料，②物料：1367.154.026，有库存，从物料看板中查看未添加到关注物料中，不在看板中展示，麻烦看下是哪里的问题呢,SaaS,E,严重,紧急,库存,无法复现,问题1：未复现，数据已修复，后续再出现此类问题请记录详细操作流程；问题2：该物料未添加至关注列表，所以看板不显示，想要显示可手动添加
135,230708-00002199,2023-07-08 11:13:44,【登峰优品】销售发货单数量和销售出库数量不一致,SaaS,E,致命,高,库存,代码错误,销售出库不走库存任务直接发货，发货库存不足时，发货单状态为待提交，此时编辑发货单申请数时，（隐藏）库存任务计划出库数不会被修改，此时提交出库时，会根据库存任务计划数-已出库数进行自动分配，就会出现数量不一致情况
136,230708-00002198,2023-07-08 11:00:05,【航磁】,断网部署,Devops,致命,紧急,库存,环境运维,rocketmq 的borker存储满了
137,230708-00002197,2023-07-08 10:32:50,【石家庄市精诚不锈钢制品有限公司】用户设置订单审核节点，审核人设置部门，选择部门后页面变成空白，麻烦查看下是哪里的问题呢,SaaS,CorePaaS,致命,紧急,订单,发布,前端合并冲突代码导致的bug
138,230708-00002195,2023-07-08 09:37:00,【全椒蓝图铸业】CPS表单-员工报工统计，导出报错CompletionException>>CPS00E01E000。表单路径生产--报表统计-员工报工统计https://c2.xinheyun.com/metadata/business-list/job_booking_record,SaaS,M,严重,高,CorePaaS,代码错误,数据融合返回值null转化为了字符串null
139,230707-00002190,2023-07-07 18:18:32,【YKM】英凯模本地环境，领料出库撤销后，重新扫原批次物料码进行领料出库，提示“不支持从非普通仓库出库”,私有化,E,致命,紧急,生产管理,数据清理,出入库不显示是由于同步es报错导致，码上库存报错是领料出库码上库存关联到了同一个出入库历史中，目前先修复数据，等扫码需求上线统一解决
140,230707-00002189,2023-07-07 17:34:25,成都百施特，生产单MO23070001，启用了SN连续报工，首道工序（锯）报工界面正常，第二道工序（普车3）报工界面有两个‘序列号’字段，,SaaS,移动端,一般,中,生产管理,用户体验,逻辑缺陷，未考虑该场景
141,230707-00002182,2023-07-07 13:21:45,【恒冠】:账号：HGJH，在库存-按仓库查询-选择仓库Z总成成品仓库和W轮辋成品仓库，点击导出，早上十一点多导出的文件物料库存信息显示重复，是什么原因导致的呢，比如物料编码：F000618,SaaS,E,致命,紧急,库存,代码错误,代码逻辑错误，按物料查询勾选超过500条导出时，数据会重复
142,230707-00002180,2023-07-07 11:51:54,【红旗】用户进行设置不合格品返工时，选择两个返工工序，但是只打印出来一张返工单二维码，同时会有一个错误提示，小视频已上传，麻烦查看下是哪里的问题呢,SaaS,移动端,严重,紧急,生产管理,代码错误,汉印打印机sdk 升级后打印状态查询不准确导致（打印中状态 查询成 查询打印状态超时）
